Timestamp,Countries
"11/19/2024, 8.29.10.405 pm","Yemen"
"11/19/2024, 8.29.10.667 pm","Yemen"
"11/19/2024, 8.29.12.958 pm","Yemen"
"11/19/2024, 8.29.13.348 pm","Yemen"
"11/19/2024, 8.29.13.370 pm","Yemen"
"11/19/2024, 8.29.13.734 pm","Yemen"
"11/19/2024, 8.29.15.049 pm","Yemen"
"11/19/2024, 8.29.21.802 pm","Yemen"
"11/19/2024, 8.29.26.375 pm","Yemen"
"11/19/2024, 8.29.27.981 pm","Yemen"
"11/19/2024, 8.29.28.585 pm","Yemen"
"11/19/2024, 8.29.31.362 pm","Yemen"
"11/19/2024, 8.29.36.038 pm","Yemen"
"11/19/2024, 8.29.41.042 pm","Yemen"
"11/19/2024, 8.29.42.272 pm","Yemen"
"11/19/2024, 8.29.44.478 pm","Yemen"
"11/19/2024, 8.29.44.955 pm","Yemen"
"11/19/2024, 8.29.52.607 pm","Yemen"
"11/19/2024, 8.29.53.403 pm","Yemen"
"11/19/2024, 8.29.53.916 pm","Yemen"
"11/19/2024, 8.29.56.005 pm","Yemen"
"11/19/2024, 8.29.56.652 pm","Yemen"
"11/19/2024, 8.29.58.088 pm","Yemen"
"11/19/2024, 8.30.00.721 pm","Yemen"
"11/19/2024, 8.30.02.826 pm","Yemen"
"11/19/2024, 8.30.04.107 pm","Sudan"
"11/19/2024, 8.30.07.238 pm","Yemen"
"11/19/2024, 8.30.11.556 pm","Yemen"
"11/19/2024, 8.30.11.993 pm","Yemen"
"11/19/2024, 8.30.12.881 pm","Yemen"
"11/19/2024, 8.30.19.322 pm","Yemen"
"11/19/2024, 8.30.19.512 pm","Yemen"
"11/19/2024, 8.30.19.721 pm","Yemen"
"11/19/2024, 8.30.22.258 pm","Yemen"
"11/19/2024, 8.30.23.076 pm","Yemen"
"11/19/2024, 8.30.25.020 pm","Yemen"
"11/19/2024, 8.30.27.547 pm","Yemen"
"11/19/2024, 8.30.29.761 pm","Yemen"
"11/19/2024, 8.30.32.271 pm","Yemen"
"11/19/2024, 8.30.35.393 pm","Sudan"
"11/19/2024, 8.30.35.526 pm","Yemen"
"11/19/2024, 8.30.35.786 pm","Yemen"
"11/19/2024, 8.30.36.926 pm","Yemen"
"11/19/2024, 8.30.39.416 pm","Yemen"
"11/19/2024, 8.30.39.586 pm","Yemen"
"11/19/2024, 8.30.40.330 pm","Yemen"
"11/19/2024, 8.30.49.622 pm","Yemen"
"11/19/2024, 8.30.49.627 pm","Yemen"
"11/19/2024, 8.30.50.226 pm","Yemen"
"11/19/2024, 8.30.52.493 pm","Sudan"
"11/19/2024, 8.30.53.756 pm","Yemen"
"11/19/2024, 8.30.55.785 pm","Yemen"
"11/19/2024, 8.30.55.946 pm","Yemen"
"11/19/2024, 8.30.59.518 pm","Yemen"
"11/19/2024, 8.31.01.106 pm","Yemen"
"11/19/2024, 8.31.01.268 pm","Yemen"
"11/19/2024, 8.31.02.526 pm","Yemen"
"11/19/2024, 8.31.02.936 pm","Yemen"
"11/19/2024, 8.31.06.128 pm","Yemen"
"11/19/2024, 8.31.13.013 pm","Sudan"
"11/19/2024, 8.31.16.433 pm","Yemen"
"11/19/2024, 8.31.19.569 pm","Yemen"
"11/19/2024, 8.31.19.653 pm","Yemen"
"11/19/2024, 8.31.22.209 pm","Yemen"
"11/19/2024, 8.31.22.390 pm","Yemen"
"11/19/2024, 8.31.24.109 pm","Yemen"
"11/19/2024, 8.31.25.499 pm","Yemen"
"11/19/2024, 8.31.27.558 pm","Yemen"
"11/19/2024, 8.31.28.421 pm","Yemen"
"11/19/2024, 8.31.30.353 pm","Sudan"
"11/19/2024, 8.31.30.564 pm","Sudan"
"11/19/2024, 8.31.33.617 pm","Sudan"
"11/19/2024, 8.31.34.064 pm","Sudan"
"11/19/2024, 8.31.37.145 pm","Yemen"
"11/19/2024, 8.31.37.627 pm","Yemen"
"11/19/2024, 8.31.39.247 pm","Yemen"
"11/19/2024, 8.31.40.292 pm","Yemen"
"11/19/2024, 8.31.45.267 pm","Yemen"
"11/19/2024, 8.31.47.168 pm","Yemen"
"11/19/2024, 8.31.47.358 pm","Yemen"
"11/19/2024, 8.31.47.393 pm","Yemen"
"11/19/2024, 8.31.48.896 pm","Yemen"
"11/19/2024, 8.31.50.471 pm","Yemen"
"11/19/2024, 8.31.50.724 pm","Sudan"
"11/19/2024, 8.31.51.356 pm","Zimbabwe"
"11/19/2024, 8.31.52.728 pm","Yemen"
"11/19/2024, 8.31.53.084 pm","Yemen"
"11/19/2024, 8.31.53.487 pm","Yemen"
"11/19/2024, 8.31.54.093 pm","Yemen"
"11/19/2024, 8.31.54.116 pm","Yemen"
"11/19/2024, 8.31.54.781 pm","Yemen"
"11/19/2024, 8.31.55.405 pm","Yemen"
"11/19/2024, 8.31.55.540 pm","Yemen"
"11/19/2024, 8.31.57.529 pm","Yemen"
"11/19/2024, 8.31.57.536 pm","Yemen"
"11/19/2024, 8.31.58.852 pm","Yemen"
"11/19/2024, 8.31.58.910 pm","Yemen"
"11/19/2024, 8.31.59.905 pm","Yemen"
"11/19/2024, 8.32.07.300 pm","Yemen"
"11/19/2024, 8.32.11.031 pm","Yemen"
"11/19/2024, 8.32.11.953 pm","Yemen"
"11/19/2024, 8.32.14.592 pm","Morocco"
"11/19/2024, 8.32.15.915 pm","Yemen"
"11/19/2024, 8.32.16.987 pm","Yemen"
"11/19/2024, 8.32.17.753 pm","Yemen"
"11/19/2024, 8.32.19.163 pm","Yemen"
"11/19/2024, 8.32.20.165 pm","Yemen"
"11/19/2024, 8.32.21.751 pm","Sudan"
"11/19/2024, 8.32.22.951 pm","Sudan"
"11/19/2024, 8.32.25.290 pm","Sudan"
"11/19/2024, 8.32.27.019 pm","Sudan"
"11/19/2024, 8.32.31.727 pm","Yemen"
"11/19/2024, 8.32.35.317 pm","Sudan"
"11/19/2024, 8.32.39.604 pm","Sudan"
"11/19/2024, 8.32.42.201 pm","Yemen"
"11/19/2024, 8.32.43.148 pm","Yemen"
"11/19/2024, 8.32.50.818 pm","Yemen"
"11/19/2024, 8.32.50.998 pm","Yemen"
"11/19/2024, 8.32.58.971 pm","Yemen"
"11/19/2024, 8.33.00.737 pm","Sudan"
"11/19/2024, 8.33.02.369 pm","Sudan"
"11/19/2024, 8.33.04.531 pm","Sudan"
"11/19/2024, 8.33.07.190 pm","Yemen"
"11/19/2024, 8.33.08.257 pm","Yemen"
"11/19/2024, 8.33.13.854 pm","Egypt"
"11/19/2024, 8.33.14.023 pm","Egypt"
"11/19/2024, 8.33.17.414 pm","Sudan"
"11/19/2024, 8.33.18.520 pm","Sudan"
"11/19/2024, 8.33.23.949 pm","Yemen"
"11/19/2024, 8.33.24.729 pm","Yemen"
"11/19/2024, 8.33.25.865 pm","Yemen"
"11/19/2024, 8.33.25.959 pm","Yemen"
"11/19/2024, 8.33.26.613 pm","Yemen"
"11/19/2024, 8.33.30.601 pm","Yemen"
"11/19/2024, 8.33.30.767 pm","Yemen"
"11/19/2024, 8.33.33.125 pm","Yemen"
"11/19/2024, 8.33.37.264 pm","Sudan"
"11/19/2024, 8.33.41.937 pm","Sudan"
"11/19/2024, 8.33.46.052 pm","Sudan"
"11/19/2024, 8.33.46.731 pm","Egypt"
"11/19/2024, 8.33.48.222 pm","Egypt"
"11/19/2024, 8.33.48.904 pm","Egypt"
"11/19/2024, 8.33.55.167 pm","Yemen"
"11/19/2024, 8.33.57.060 pm","Yemen"
"11/19/2024, 8.34.01.842 pm","Yemen"
"11/19/2024, 8.34.02.426 pm","Sudan"
"11/19/2024, 8.34.02.828 pm","Sudan"
"11/19/2024, 8.34.03.053 pm","Sudan"
"11/19/2024, 8.34.04.029 pm","Yemen"
"11/19/2024, 8.34.04.333 pm","Yemen"
"11/19/2024, 8.34.06.215 pm","Egypt"
"11/19/2024, 8.34.06.466 pm","Egypt"
"11/19/2024, 8.34.10.478 pm","Yemen"
"11/19/2024, 8.34.11.146 pm","Yemen"
"11/19/2024, 8.34.11.774 pm","Yemen"
"11/19/2024, 8.34.13.295 pm","Yemen"
"11/19/2024, 8.34.20.912 pm","Yemen"
"11/19/2024, 8.34.22.995 pm","Yemen"
"11/19/2024, 8.34.24.760 pm","Yemen"
"11/19/2024, 8.34.26.166 pm","Yemen"
"11/19/2024, 8.34.32.416 pm","Yemen"
"11/19/2024, 8.34.32.493 pm","Yemen"
"11/19/2024, 8.34.32.911 pm","Yemen"
"11/19/2024, 8.34.34.191 pm","Yemen"
"11/19/2024, 8.34.37.438 pm","Sudan"
"11/19/2024, 8.34.39.285 pm","Yemen"
"11/19/2024, 8.34.44.154 pm","Yemen"
"11/19/2024, 8.34.47.002 pm","Sudan"
"11/19/2024, 8.34.49.177 pm","Sudan"
"11/19/2024, 8.34.54.104 pm","Yemen"
"11/19/2024, 8.34.59.429 pm","Yemen"
"11/19/2024, 8.34.59.531 pm","Yemen"
"11/19/2024, 8.35.00.339 pm","Yemen"
"11/19/2024, 8.35.01.360 pm","Yemen"
"11/19/2024, 8.35.06.597 pm","Yemen"
"11/19/2024, 8.35.15.383 pm","Sudan"
"11/19/2024, 8.35.16.711 pm","Yemen"
"11/19/2024, 8.35.18.579 pm","Morocco"
"11/19/2024, 8.35.19.734 pm","Morocco"
"11/19/2024, 8.35.20.292 pm","Morocco"
"11/19/2024, 8.35.25.174 pm","Yemen"
"11/19/2024, 8.35.25.430 pm","Yemen"
"11/19/2024, 8.35.28.193 pm","Yemen"
"11/19/2024, 8.35.32.851 pm","Yemen"
"11/19/2024, 8.35.33.867 pm","Yemen"
"11/19/2024, 8.35.36.032 pm","Egypt"
"11/19/2024, 8.35.36.429 pm","Egypt"
"11/19/2024, 8.35.37.578 pm","Egypt"
"11/19/2024, 8.35.37.887 pm","Egypt"
"11/19/2024, 8.35.41.796 pm","Yemen"
"11/19/2024, 8.35.42.515 pm","Yemen"
"11/19/2024, 8.35.46.160 pm","Yemen"
"11/19/2024, 8.35.52.867 pm","Yemen"
"11/19/2024, 8.35.55.536 pm","Yemen"
"11/19/2024, 8.35.55.642 pm","Sudan"
"11/19/2024, 8.35.58.431 pm","Yemen"
"11/19/2024, 8.35.58.862 pm","Yemen"
"11/19/2024, 8.36.00.504 pm","Yemen"
"11/19/2024, 8.36.02.721 pm","Yemen"
"11/19/2024, 8.36.03.643 pm","Yemen"
"11/19/2024, 8.36.07.698 pm","Yemen"
"11/19/2024, 8.36.10.981 pm","Yemen"
"11/19/2024, 8.36.17.583 pm","Sudan"
"11/19/2024, 8.36.21.753 pm","Yemen"
"11/19/2024, 8.36.23.322 pm","Yemen"
"11/19/2024, 8.36.25.052 pm","Yemen"
"11/19/2024, 8.36.28.305 pm","Yemen"
"11/19/2024, 8.36.30.401 pm","Yemen"
"11/19/2024, 8.36.30.767 pm","Yemen"
"11/19/2024, 8.36.34.822 pm","Yemen"
"11/19/2024, 8.36.38.277 pm","Yemen"
"11/19/2024, 8.36.41.555 pm","Yemen"
"11/19/2024, 8.36.42.179 pm","Yemen"
"11/19/2024, 8.36.42.367 pm","Yemen"
"11/19/2024, 8.36.47.965 pm","Yemen"
"11/19/2024, 8.36.56.675 pm","Sudan"
"11/19/2024, 8.36.58.138 pm","Yemen"
"11/19/2024, 8.36.58.490 pm","Yemen"
"11/19/2024, 8.37.00.017 pm","Yemen"
"11/19/2024, 8.37.01.526 pm","Yemen"
"11/19/2024, 8.37.01.937 pm","Yemen"
"11/19/2024, 8.37.01.938 pm","Yemen"
"11/19/2024, 8.37.02.448 pm","Yemen"
"11/19/2024, 8.37.10.840 pm","Yemen"
"11/19/2024, 8.37.13.223 pm","Yemen"
"11/19/2024, 8.37.17.571 pm","Yemen"
"11/19/2024, 8.37.22.023 pm","Yemen"
"11/19/2024, 8.37.28.933 pm","Sudan"
"11/19/2024, 8.37.32.084 pm","Sudan"
"11/19/2024, 8.37.32.318 pm","Sudan"
"11/19/2024, 8.37.38.188 pm","Yemen"
"11/19/2024, 8.37.38.703 pm","Yemen"
"11/19/2024, 8.37.39.168 pm","Yemen"
"11/19/2024, 8.37.40.645 pm","Yemen"
"11/19/2024, 8.37.43.063 pm","Yemen"
"11/19/2024, 8.37.44.145 pm","Yemen"
"11/19/2024, 8.37.48.957 pm","Yemen"
"11/19/2024, 8.37.49.837 pm","Sudan"
"11/19/2024, 8.37.51.678 pm","Yemen"
"11/19/2024, 8.37.52.142 pm","Yemen"
"11/19/2024, 8.37.52.292 pm","Yemen"
"11/19/2024, 8.37.52.660 pm","Yemen"
"11/19/2024, 8.37.54.013 pm","Yemen"
"11/19/2024, 8.37.55.099 pm","Yemen"
"11/19/2024, 8.37.59.676 pm","Yemen"
"11/19/2024, 8.38.01.727 pm","Yemen"
"11/19/2024, 8.38.01.846 pm","Yemen"
"11/19/2024, 8.38.02.772 pm","Yemen"
"11/19/2024, 8.38.04.135 pm","Yemen"
"11/19/2024, 8.38.04.924 pm","Yemen"
"11/19/2024, 8.38.05.673 pm","Yemen"
"11/19/2024, 8.38.05.736 pm","Yemen"
"11/19/2024, 8.38.06.341 pm","Sudan"
"11/19/2024, 8.38.06.868 pm","Sudan"
"11/19/2024, 8.38.09.353 pm","Yemen"
"11/19/2024, 8.38.09.790 pm","Yemen"
"11/19/2024, 8.38.12.404 pm","Yemen"
"11/19/2024, 8.38.14.229 pm","Yemen"
"11/19/2024, 8.38.15.016 pm","Yemen"
"11/19/2024, 8.38.27.755 pm","Yemen"
"11/19/2024, 8.38.37.520 pm","Sudan"
"11/19/2024, 8.38.39.129 pm","Yemen"
"11/19/2024, 8.38.39.332 pm","Yemen"
"11/19/2024, 8.38.40.986 pm","Yemen"
"11/19/2024, 8.38.42.506 pm","Yemen"
"11/19/2024, 8.38.43.057 pm","Yemen"
"11/19/2024, 8.38.46.907 pm","Yemen"
"11/19/2024, 8.38.46.911 pm","Yemen"
"11/19/2024, 8.38.47.715 pm","Yemen"
"11/19/2024, 8.38.49.498 pm","Yemen"
"11/19/2024, 8.38.53.724 pm","Yemen"
"11/19/2024, 8.38.54.627 pm","Yemen"
"11/19/2024, 8.38.55.990 pm","Yemen"
"11/19/2024, 8.38.57.729 pm","Yemen"
"11/19/2024, 8.39.01.533 pm","Sudan"
"11/19/2024, 8.39.02.342 pm","Sudan"
"11/19/2024, 8.39.06.484 pm","Yemen"
"11/19/2024, 8.39.12.136 pm","Yemen"
"11/19/2024, 8.39.13.281 pm","Yemen"
"11/19/2024, 8.39.13.613 pm","Yemen"
"11/19/2024, 8.39.13.958 pm","Yemen"
"11/19/2024, 8.39.16.525 pm","Yemen"
"11/19/2024, 8.39.20.883 pm","Yemen"
"11/19/2024, 8.39.26.829 pm","Yemen"
"11/19/2024, 8.39.28.238 pm","Yemen"
"11/19/2024, 8.39.33.194 pm","Yemen"
"11/19/2024, 8.39.34.266 pm","Yemen"
"11/19/2024, 8.39.37.011 pm","Yemen"
"11/19/2024, 8.39.39.477 pm","Sudan"
"11/19/2024, 8.39.40.999 pm","Sudan"
"11/19/2024, 8.39.41.078 pm","Sudan"
"11/19/2024, 8.39.48.319 pm","Yemen"
"11/19/2024, 8.39.50.826 pm","Yemen"
"11/19/2024, 8.39.53.658 pm","Yemen"
"11/19/2024, 8.40.00.369 pm","Yemen"
"11/19/2024, 8.40.01.700 pm","Yemen"
"11/19/2024, 8.40.03.168 pm","Yemen"
"11/19/2024, 8.40.10.448 pm","Yemen"
"11/19/2024, 8.40.11.977 pm","Yemen"
"11/19/2024, 8.40.13.256 pm","Yemen"
"11/19/2024, 8.40.15.943 pm","Yemen"
"11/19/2024, 8.40.16.419 pm","Yemen"
"11/19/2024, 8.40.16.725 pm","Yemen"
"11/19/2024, 8.40.17.289 pm","Yemen"
"11/19/2024, 8.40.17.942 pm","Yemen"
"11/19/2024, 8.40.18.667 pm","Yemen"
"11/19/2024, 8.40.18.751 pm","Yemen"
"11/19/2024, 8.40.19.933 pm","Yemen"
"11/19/2024, 8.40.20.020 pm","Yemen"
"11/19/2024, 8.40.20.339 pm","Yemen"
"11/19/2024, 8.40.21.045 pm","Yemen"
"11/19/2024, 8.40.21.395 pm","Yemen"
"11/19/2024, 8.40.22.739 pm","Yemen"
"11/19/2024, 8.40.23.650 pm","Yemen"
"11/19/2024, 8.40.26.345 pm","Yemen"
"11/19/2024, 8.40.27.085 pm","Yemen"
"11/19/2024, 8.40.34.410 pm","Yemen"
"11/19/2024, 8.40.34.849 pm","Yemen"
"11/19/2024, 8.40.38.573 pm","Yemen"
"11/19/2024, 8.40.38.599 pm","Yemen"
"11/19/2024, 8.40.39.075 pm","Yemen"
"11/19/2024, 8.40.41.630 pm","Yemen"
"11/19/2024, 8.40.42.354 pm","Yemen"
"11/19/2024, 8.40.44.213 pm","Yemen"
"11/19/2024, 8.40.46.386 pm","Sudan"
"11/19/2024, 8.40.49.205 pm","Yemen"
"11/19/2024, 8.40.50.130 pm","Yemen"
"11/19/2024, 8.40.51.059 pm","Yemen"
"11/19/2024, 8.40.51.238 pm","Yemen"
"11/19/2024, 8.40.51.470 pm","Yemen"
"11/19/2024, 8.40.58.058 pm","Yemen"
"11/19/2024, 8.41.02.557 pm","Yemen"
"11/19/2024, 8.41.06.997 pm","Yemen"
"11/19/2024, 8.41.08.304 pm","Yemen"
"11/19/2024, 8.41.08.448 pm","Yemen"
"11/19/2024, 8.41.10.901 pm","Yemen"
"11/19/2024, 8.41.12.239 pm","Yemen"
"11/19/2024, 8.41.14.615 pm","Yemen"
"11/19/2024, 8.41.15.668 pm","Yemen"
"11/19/2024, 8.41.18.040 pm","Sudan"
"11/19/2024, 8.41.21.384 pm","Yemen"
"11/19/2024, 8.41.23.164 pm","Yemen"
"11/19/2024, 8.41.23.192 pm","Yemen"
"11/19/2024, 8.41.30.456 pm","Yemen"
"11/19/2024, 8.41.32.510 pm","Yemen"
"11/19/2024, 8.41.33.764 pm","Yemen"
"11/19/2024, 8.41.34.085 pm","Yemen"
"11/19/2024, 8.41.36.293 pm","Yemen"
"11/19/2024, 8.41.39.279 pm","Yemen"
"11/19/2024, 8.41.43.609 pm","Yemen"
"11/19/2024, 8.41.47.592 pm","Yemen"
"11/19/2024, 8.41.48.864 pm","Yemen"
"11/19/2024, 8.41.48.943 pm","Yemen"
"11/19/2024, 8.41.54.496 pm","Sudan"
"11/19/2024, 8.41.56.826 pm","Sudan"
"11/19/2024, 8.42.05.531 pm","Yemen"
"11/19/2024, 8.42.09.255 pm","Yemen"
"11/19/2024, 8.42.10.525 pm","Yemen"
"11/19/2024, 8.42.14.459 pm","Yemen"
"11/19/2024, 8.42.15.012 pm","Yemen"
"11/19/2024, 8.42.22.906 pm","Yemen"
"11/19/2024, 8.42.24.995 pm","Yemen"
"11/19/2024, 8.42.26.568 pm","Yemen"
"11/19/2024, 8.42.34.135 pm","Yemen"
"11/19/2024, 8.42.35.076 pm","Yemen"
"11/19/2024, 8.42.39.155 pm","Yemen"
"11/19/2024, 8.42.39.918 pm","Yemen"
"11/19/2024, 8.42.44.505 pm","Yemen"
"11/19/2024, 8.42.49.725 pm","Yemen"
"11/19/2024, 8.42.50.347 pm","Yemen"
"11/19/2024, 8.42.54.682 pm","Sudan"
"11/19/2024, 8.42.55.799 pm","Sudan"
"11/19/2024, 8.42.59.674 pm","Yemen"
"11/19/2024, 8.42.59.980 pm","Yemen"
"11/19/2024, 8.43.01.299 pm","Sudan"
"11/19/2024, 8.43.02.756 pm","Sudan"
"11/19/2024, 8.43.03.926 pm","Yemen"
"11/19/2024, 8.43.05.689 pm","Yemen"
"11/19/2024, 8.43.06.855 pm","Yemen"
"11/19/2024, 8.43.07.698 pm","Yemen"
"11/19/2024, 8.43.12.225 pm","Yemen"
"11/19/2024, 8.43.12.606 pm","Yemen"
"11/19/2024, 8.43.13.796 pm","Yemen"
"11/19/2024, 8.43.14.460 pm","Yemen"
"11/19/2024, 8.43.14.715 pm","Yemen"
"11/19/2024, 8.43.17.423 pm","Yemen"
"11/19/2024, 8.43.19.554 pm","Yemen"
"11/19/2024, 8.43.21.535 pm","Yemen"
"11/19/2024, 8.43.21.807 pm","Yemen"
"11/19/2024, 8.43.23.011 pm","Yemen"
"11/19/2024, 8.43.24.613 pm","Yemen"
"11/19/2024, 8.43.31.734 pm","Yemen"
"11/19/2024, 8.43.33.575 pm","Yemen"
"11/19/2024, 8.43.33.923 pm","Yemen"
"11/19/2024, 8.43.34.122 pm","Yemen"
"11/19/2024, 8.43.36.110 pm","Yemen"
"11/19/2024, 8.43.36.715 pm","Yemen"
"11/19/2024, 8.43.48.222 pm","Yemen"
"11/19/2024, 8.43.50.189 pm","Yemen"
"11/19/2024, 8.43.55.076 pm","Yemen"
"11/19/2024, 8.43.55.077 pm","Yemen"
"11/19/2024, 8.43.55.080 pm","Yemen"
"11/19/2024, 8.43.56.609 pm","Yemen"
"11/19/2024, 8.43.59.436 pm","Yemen"
"11/19/2024, 8.44.01.190 pm","Yemen"
"11/19/2024, 8.44.01.347 pm","Yemen"
"11/19/2024, 8.44.02.280 pm","Yemen"
"11/19/2024, 8.44.03.004 pm","Yemen"
"11/19/2024, 8.44.03.247 pm","Yemen"
"11/19/2024, 8.44.03.804 pm","Yemen"
"11/19/2024, 8.44.06.721 pm","Yemen"
"11/19/2024, 8.44.09.784 pm","Yemen"
"11/19/2024, 8.44.18.615 pm","Yemen"
"11/19/2024, 8.44.19.684 pm","Yemen"
"11/19/2024, 8.44.20.961 pm","Yemen"
"11/19/2024, 8.44.26.233 pm","Yemen"
"11/19/2024, 8.44.27.301 pm","Yemen"
"11/19/2024, 8.44.29.061 pm","Sudan"
"11/19/2024, 8.44.31.598 pm","Yemen"
"11/19/2024, 8.44.33.162 pm","Egypt"
"11/19/2024, 8.44.33.441 pm","Egypt"
"11/19/2024, 8.44.34.397 pm","Egypt"
"11/19/2024, 8.44.35.352 pm","Egypt"
"11/19/2024, 8.44.40.920 pm","Yemen"
"11/19/2024, 8.44.41.440 pm","Yemen"
"11/19/2024, 8.44.46.030 pm","Yemen"
"11/19/2024, 8.44.46.238 pm","Yemen"
"11/19/2024, 8.44.46.642 pm","Yemen"
"11/19/2024, 8.44.47.499 pm","Yemen"
"11/19/2024, 8.44.52.295 pm","Yemen"
"11/19/2024, 8.44.52.685 pm","Yemen"
"11/19/2024, 8.44.54.857 pm","Yemen"
"11/19/2024, 8.44.58.306 pm","Yemen"
"11/19/2024, 8.45.01.781 pm","Yemen"
"11/19/2024, 8.45.03.547 pm","Yemen"
"11/19/2024, 8.45.06.304 pm","Yemen"
"11/19/2024, 8.45.09.210 pm","Yemen"
"11/19/2024, 8.45.11.746 pm","Yemen"
"11/19/2024, 8.45.13.459 pm","Yemen"
"11/19/2024, 8.45.19.557 pm","Yemen"
"11/19/2024, 8.45.21.298 pm","Yemen"
"11/19/2024, 8.45.25.976 pm","Sudan"
"11/19/2024, 8.45.26.686 pm","Sudan"
"11/19/2024, 8.45.26.703 pm","Yemen"
"11/19/2024, 8.45.29.016 pm","Yemen"
"11/19/2024, 8.45.30.112 pm","Yemen"
"11/19/2024, 8.45.31.739 pm","Yemen"
"11/19/2024, 8.45.31.854 pm","Yemen"
"11/19/2024, 8.45.33.573 pm","Sudan"
"11/19/2024, 8.45.35.673 pm","Yemen"
"11/19/2024, 8.45.38.228 pm","Yemen"
"11/19/2024, 8.45.40.656 pm","Yemen"
"11/19/2024, 8.45.41.525 pm","Yemen"
"11/19/2024, 8.45.44.243 pm","Yemen"
"11/19/2024, 8.45.44.481 pm","Yemen"
"11/19/2024, 8.45.45.974 pm","Yemen"
"11/19/2024, 8.45.50.320 pm","Yemen"
"11/19/2024, 8.45.51.422 pm","Yemen"
"11/19/2024, 8.45.52.936 pm","Yemen"
"11/19/2024, 8.45.54.122 pm","Yemen"
"11/19/2024, 8.45.58.466 pm","Yemen"
"11/19/2024, 8.45.59.390 pm","Yemen"
"11/19/2024, 8.45.59.584 pm","Yemen"
"11/19/2024, 8.46.02.119 pm","Yemen"
"11/19/2024, 8.46.08.106 pm","Sudan"
"11/19/2024, 8.46.10.430 pm","Yemen"
"11/19/2024, 8.46.10.561 pm","Yemen"
"11/19/2024, 8.46.18.463 pm","Yemen"
"11/19/2024, 8.46.20.204 pm","Sudan"
"11/19/2024, 8.46.23.123 pm","Sudan"
"11/19/2024, 8.46.26.685 pm","Yemen"
"11/19/2024, 8.46.31.134 pm","Sudan"
"11/19/2024, 8.46.32.634 pm","Yemen"
"11/19/2024, 8.46.35.777 pm","Yemen"
"11/19/2024, 8.46.37.465 pm","Yemen"
"11/19/2024, 8.46.43.029 pm","Yemen"
"11/19/2024, 8.46.43.551 pm","Yemen"
"11/19/2024, 8.46.43.760 pm","Yemen"
"11/19/2024, 8.46.48.154 pm","Yemen"
"11/19/2024, 8.46.48.460 pm","Yemen"
"11/19/2024, 8.46.52.017 pm","Sudan"
"11/19/2024, 8.46.53.457 pm","Sudan"
"11/19/2024, 8.46.55.831 pm","Yemen"
"11/19/2024, 8.46.56.267 pm","Yemen"
"11/19/2024, 8.46.58.214 pm","Yemen"
"11/19/2024, 8.47.02.925 pm","Yemen"
"11/19/2024, 8.47.03.881 pm","Yemen"
"11/19/2024, 8.47.04.778 pm","Yemen"
"11/19/2024, 8.47.07.944 pm","Yemen"
"11/19/2024, 8.47.08.865 pm","Yemen"
"11/19/2024, 8.47.11.171 pm","Yemen"
"11/19/2024, 8.47.12.998 pm","Yemen"
"11/19/2024, 8.47.18.586 pm","Yemen"
"11/19/2024, 8.47.21.827 pm","Yemen"
"11/19/2024, 8.47.27.221 pm","Yemen"
"11/19/2024, 8.47.27.703 pm","Yemen"
"11/19/2024, 8.47.30.895 pm","Yemen"
"11/19/2024, 8.47.33.956 pm","Sudan"
"11/19/2024, 8.47.35.324 pm","Sudan"
"11/19/2024, 8.47.36.357 pm","Sudan"
"11/19/2024, 8.47.41.198 pm","Yemen"
"11/19/2024, 8.47.41.634 pm","Yemen"
"11/19/2024, 8.47.47.067 pm","Yemen"
"11/19/2024, 8.47.48.850 pm","Yemen"
"11/19/2024, 8.47.49.087 pm","Yemen"
"11/19/2024, 8.47.50.636 pm","Yemen"
"11/19/2024, 8.47.55.336 pm","Yemen"
"11/19/2024, 8.47.59.278 pm","Yemen"
"11/19/2024, 8.48.01.286 pm","Yemen"
"11/19/2024, 8.48.01.929 pm","Yemen"
"11/19/2024, 8.48.04.111 pm","Yemen"
"11/19/2024, 8.48.04.887 pm","Yemen"
"11/19/2024, 8.48.08.843 pm","Yemen"
"11/19/2024, 8.48.17.776 pm","Yemen"
"11/19/2024, 8.48.18.237 pm","Yemen"
"11/19/2024, 8.48.21.275 pm","Yemen"
"11/19/2024, 8.48.21.902 pm","Yemen"
"11/19/2024, 8.48.22.221 pm","Yemen"
"11/19/2024, 8.48.23.852 pm","Yemen"
"11/19/2024, 8.48.31.034 pm","Morocco"
"11/19/2024, 8.48.32.154 pm","Morocco"
"11/19/2024, 8.48.33.921 pm","Yemen"
"11/19/2024, 8.48.34.090 pm","Yemen"
"11/19/2024, 8.48.35.029 pm","Yemen"
"11/19/2024, 8.48.36.627 pm","Yemen"
"11/19/2024, 8.48.38.191 pm","Yemen"
"11/19/2024, 8.48.41.150 pm","Sudan"
"11/19/2024, 8.48.44.726 pm","Yemen"
"11/19/2024, 8.48.46.387 pm","Yemen"
"11/19/2024, 8.48.54.567 pm","Yemen"
"11/19/2024, 8.49.00.481 pm","Yemen"
"11/19/2024, 8.49.02.621 pm","Yemen"
"11/19/2024, 8.49.03.741 pm","Yemen"
"11/19/2024, 8.49.08.634 pm","Morocco"
"11/19/2024, 8.49.09.168 pm","Morocco"
"11/19/2024, 8.49.10.765 pm","Morocco"
"11/19/2024, 8.49.13.824 pm","Yemen"
